[0.8924039353299213 -1.783589910747144]
[0.8447324928947162 -1.8111890120591707]
[0.7833245209507909 -1.7195995145258172]
[0.7699702891199558 -1.7028740621453997]
[-2.4120246113964168 2.0764418919392633]
[0.6439093402584941 -1.6629079731865941]
[-0.5018839795511489 -0.3731281223133549]
[-1.8742640669035795 1.2766153825924118]
[0.6972472255970719 -1.730010362608457]
[0.8926249800917578 -1.7837230122120957]
[0.8926162937055218 -1.7830835380250563]
[-0.5453748067619107 -0.7118892570218991]
[0.7724159411153848 -1.6636930644905847]
[0.5836568892420111 -1.6540954225394806]
[-1.9411974491283543 1.4585866326900478]
[0.7751185521327133 -1.6260457498373246]
[-1.748369457370059 0.9170971683256555]
[-1.3844534659352083 0.6774661982889322]
[0.8039694884641513 -1.7701670011239656]
[0.8114217845558672 -1.807333862643411]
[0.7203210366853587 -1.7402717315888814]
[0.6527857286866607 -1.6196719468340284]
[0.7089914837992068 -1.6826251475195606]
[-0.6436757108676864 -0.6639562868752011]
[0.8927423986801957 -1.7836226944580296]
[-2.1269565332442033 1.5703053145402937]
[0.822979490977036 -1.8155716954826802]
[0.8443553409169398 -1.8115378433377058]
[0.8184657970233571 -1.748320228086731]
[-2.271091146562837 1.8688766254917604]
[0.931170560214764 -1.8384683157658332]
[0.6084029292340151 -1.5020905845402088]
[-0.3771367653131553 -0.5493872432753903]
[0.8125351846892239 -1.8086249042888414]
[0.8362481737813294 -1.8577007179830796]
[0.6002795122299729 -1.4521111863613103]
[0.646704840569367 -1.671451753417554]
[0.7309982304654956 -1.6032419901758002]
[-0.2148031993406193 -1.0238585340881783]
[-2.3379306630297725 1.946608936948937]
[-1.7542407644004976 0.9844173523814475]
[0.8035058229317195 -1.7700719647316614]
[-1.3464101517462512 0.7300761112265202]
[0.6615654497739412 -1.667771035337112]
[-2.1249505137293205 1.6614651059863794]
[-0.957049111950339 -0.19158173632997505]
[0.8107806722379174 -1.8125770295732226]
[0.8926741554115638 -1.7836362985149428]
[0.8923107049018553 -1.7834247630250366]
[0.7556001702886483 -1.718796000746175]
[-2.1484976988290954 1.623219974060441]
[0.3641022924501145 -1.4052803878219238]
[0.739719434656976 -1.7311411176655769]
[-2.5683712924609825 2.3146252796233098]
[0.6146408064916183 -1.565289192826302]
[0.8115231559554155 -1.7626911836967183]
[-2.4520362277366607 2.160798466838525]
[0.40509136061422 -1.34536601855958]
[-2.149447432527034 1.6676530951708433]
[0.803693715196574 -1.7693714310595121]
timing:  10m10.266175542s
