[0.8913745884320577 -1.7810348728478957]
[0.7195756500196586 -1.7399098342566162]
[-0.9588259623955997 -0.22117659418563826]
[-0.46788731113819126 -0.19411459323696634]
[0.8317169373070538 -1.742051688058392]
[0.5199344154512556 -1.5970370898635489]
[0.7170318359049961 -1.7277675213989767]
[-216.08512273503166 339.4692154834451]
[0.7199541588739227 -1.7402479109815048]
[0.8604583861709019 -1.8034430385114733]
[0.7624761604973773 -1.7824938069206877]
[0.7967492131847818 -1.6493590318529687]
[0.6764028583042709 -1.751681361267825]
[-1.8064956145805877 1.151591352753941]
[-1.728853941769113 0.9533717361793754]
[-1.5393314773040672 0.7865104410602755]
[0.6674825483364976 -1.667491914589371]
[-0.7708795295565842 -0.8309397388941999]
[-0.9191381322336851 -0.2812779635420145]
[0.6432710497000724 -1.6453590492819754]
[0.8712200088506115 -1.7991214315270119]
[-1.037270842126742 0.007841878185115673]
[0.5913214652436346 -1.6154305497311667]
[0.7838924416804183 -1.777122915202634]
[-1.513459483056954 0.8776437953068266]
[0.8184743540990937 -1.8227251274720193]
[0.7880511665300526 -1.8019431209460304]
[0.8316710577800426 -1.7421218002722962]
[0.8431667461921707 -1.8108757813381813]
[0.7813433112916961 -1.7171642126689703]
[0.7685290978730136 -1.7008383501296724]
[-537.1553193495922 2391.3168888020373]
[0.6449215499573078 -1.6633973558779949]
[-0.5030091504286809 -0.3727730864731431]
[-1.8696245286113382 1.2717201302728665]
[0.6967042003545063 -1.729118835655025]
[0.8905079055840062 -1.7805109737179965]
[0.8910230295257597 -1.7805854159908177]
[-0.5465798392428742 -0.7106236019694756]
[0.7732614982079391 -1.6610717751601358]
[0.5846953051952033 -1.6545791914190138]
[-1.8658764135873467 1.3643992540646692]
[0.7739306100134367 -1.6233464066517298]
[-1.7116373986836724 0.8754057004541169]
[-1.3847808904825478 0.6763038690024841]
[0.8020591103524455 -1.7677854114399238]
[0.8093129526990444 -1.8052160990027197]
[0.7192371989538529 -1.7391398075978994]
[0.6528372174705201 -1.6193202409681222]
[0.7080741541241029 -1.6817215719054763]
[-0.6424854868478362 -0.6660582450531668]
[0.890375325031346 -1.7803322584915957]
[-0.979305740773605 0.4129575535200994]
[0.8218880283082131 -1.8150227713006477]
[0.8420991672018807 -1.809724762469342]
[0.8169200194329691 -1.746258295791093]
[-0.43175645538619023 -0.6458703666606314]
[0.930114512195986 -1.8362417491082246]
[0.6083994347335036 -1.5016309123137725]
[-0.3772836335643514 -0.5481845446926472]
[0.8107114693099942 -1.807456782444521]
[0.8344406931948005 -1.8538084666645227]
[0.6007006565589259 -1.4511551266703002]
[0.6466814292380516 -1.6718166584897762]
[0.7299087116057579 -1.601087434698798]
[-0.21441359681428773 -1.0232625590213957]
[-5.393501937829907 28.1185410643935]
[-0.5905630663313957 -0.11865766405371625]
[0.8020206007807495 -1.7679579161287902]
[-1.3431039290214795 0.7267037885388297]
[0.6616267556466617 -1.6682410482934609]
[-1.8708206189586007 1.2950608984650462]
[-0.9579699249351317 -0.18912944260523584]
[0.808975882218846 -1.8122187923697402]
[0.890733380484314 -1.7802841674874088]
[0.8909166607357422 -1.780951654293859]
[0.7554510075766039 -1.7175196361691523]
[-0.4160057462931375 -0.10316402746395875]
[0.3649025091279327 -1.40642687392239]
[0.7392441249299804 -1.7295040261375174]
[141261.47157131165 234770.59270058764]
[0.6143969023793927 -1.563906969126928]
[0.8099801797306734 -1.7596080584145657]
[-2340.8690184026777 10689.822027736896]
[0.40501621219106954 -1.3456161309113077]
[-1.818844077966165 1.19584421367605]
[0.8022248169455203 -1.7678879004814496]
timing:  7m46.241728417s
